,name,teamName,errorsAgainst,totalErrors,percentErrorsAgainstTeam
993,Phenizee Ransom,Lakers,0,17,0.0
994,Phenizee Ransom,Kings,0,17,0.0
995,Brent Barnaky,Wizards,0,22,0.0
996,Brent Barnaky,Rockets,0,22,0.0
997,Brent Barnaky,Jazz,0,22,0.0
998,Ben Taylor,Lakers,0,28,0.0
999,Brent Barnaky,Knicks,0,22,0.0
1000,Brent Barnaky,Magic,0,22,0.0
1001,Brent Barnaky,Nuggets,0,22,0.0
1002,Eric Lewis,Bulls,0,20,0.0
1003,Eric Lewis,Heat,0,20,0.0
1004,Eric Lewis,Jazz,0,20,0.0
1005,Eric Lewis,Knicks,0,20,0.0
1006,Eric Lewis,Nets,0,20,0.0
1007,Aaron Smith,Rockets,0,19,0.0
1008,Aaron Smith,Pacers,0,19,0.0
1009,Aaron Smith,Knicks,0,19,0.0
1010,Aaron Smith,Jazz,0,19,0.0
1011,Ben Taylor,Timberwolves,0,28,0.0
1012,Ben Taylor,Trail Blazers,0,28,0.0
1013,Ed Malloy,76ers,0,16,0.0
1014,Ed Malloy,Bulls,0,16,0.0
1015,Ed Malloy,Clippers,0,16,0.0
1016,Ed Malloy,Hawks,0,16,0.0
1017,Ed Malloy,Magic,0,16,0.0
1018,Ed Malloy,Pistons,0,16,0.0
1019,Ed Malloy,Raptors,0,16,0.0
1020,Ed Malloy,Timberwolves,0,16,0.0
1021,Ed Malloy,Warriors,0,16,0.0
1022,Jacyn Goble,Hornets,0,30,0.0
1023,Jacyn Goble,Raptors,0,30,0.0
1024,Jacyn Goble,Hawks,0,30,0.0
1025,Aaron Smith,76ers,0,19,0.0
1026,Aaron Smith,Cavaliers,0,19,0.0
1027,Aaron Smith,Celtics,0,19,0.0
1028,Justin Van Duyne,Jazz,0,16,0.0
1029,Justin Van Duyne,Nets,0,16,0.0
1030,Marc Davis,Thunder,0,17,0.0
1031,Eric Dalen,Grizzlies,0,6,0.0
1032,JB DeRosa,Thunder,0,20,0.0
1033,JB DeRosa,Clippers,0,20,0.0
1034,JB DeRosa,Mavericks,0,20,0.0
1035,JB DeRosa,Nets,0,20,0.0
1036,JB DeRosa,Pacers,0,20,0.0
1037,JB DeRosa,Raptors,0,20,0.0
1038,JB DeRosa,Spurs,0,20,0.0
1039,JB DeRosa,Suns,0,20,0.0
1040,Eric Dalen,Hornets,0,6,0.0
1041,JB DeRosa,Trail Blazers,0,20,0.0
1042,Eric Dalen,Rockets,0,6,0.0
1043,Eric Dalen,Wizards,0,6,0.0
1044,Eric Dalen,Hawks,0,6,0.0
1045,Eric Dalen,Cavaliers,0,6,0.0
1046,Eric Dalen,Bucks,0,6,0.0
1047,Derek Richardson,Jazz,0,10,0.0
1048,Derek Richardson,Mavericks,0,10,0.0
1049,Brian Forte,Wizards,0,21,0.0
1050,JB DeRosa,Timberwolves,0,20,0.0
1051,J.T. Orr,Timberwolves,0,12,0.0
1052,Justin Van Duyne,Raptors,0,16,0.0
1053,Brett Nansel,Pistons,0,16,0.0
1054,Jenna Schroeder,Knicks,0,6,0.0
1055,Jenna Schroeder,Magic,0,6,0.0
1056,Jenna Schroeder,Pistons,0,6,0.0
1057,Brett Nansel,Bulls,0,16,0.0
1058,Brett Nansel,Hornets,0,16,0.0
1059,Brett Nansel,Lakers,0,16,0.0
1060,Brett Nansel,Pacers,0,16,0.0
1061,Brett Nansel,Pelicans,0,16,0.0
1062,Brett Nansel,Rockets,0,16,0.0
1063,J.T. Orr,Raptors,0,12,0.0
1064,Brett Nansel,Suns,0,16,0.0
1065,Brett Nansel,Thunder,0,16,0.0
1066,Brett Nansel,Wizards,0,16,0.0
1067,J.T. Orr,Cavaliers,0,12,0.0
1068,J.T. Orr,Clippers,0,12,0.0
1069,J.T. Orr,Hawks,0,12,0.0
1070,J.T. Orr,Kings,0,12,0.0
1071,J.T. Orr,Pistons,0,12,0.0
1072,Brian Forte,Warriors,0,21,0.0
1073,Brian Forte,76ers,0,21,0.0
1074,Brian Forte,Hornets,0,21,0.0
1075,Leon Wood,Rockets,0,25,0.0
1076,John Conley,Spurs,0,9,0.0
1077,John Conley,Pelicans,0,9,0.0
1078,John Conley,76ers,0,9,0.0
1079,John Conley,Bucks,0,9,0.0
1080,John Conley,Celtics,0,9,0.0
1081,John Conley,Nets,0,9,0.0
1082,Leon Wood,Hornets,0,25,0.0
1083,Leon Wood,Pacers,0,25,0.0
1084,Leon Wood,Trail Blazers,0,25,0.0
1085,Brian Forte,Jazz,0,21,0.0
1086,Kevin Scott,Pistons,0,16,0.0
1087,Kevin Scott,Trail Blazers,0,16,0.0
1088,Kevin Scott,Warriors,0,16,0.0
1089,Marc Davis,Bulls,0,17,0.0
1090,Marc Davis,Magic,0,17,0.0
1091,Marc Davis,Pistons,0,17,0.0
1092,Marc Davis,Raptors,0,17,0.0
1093,Marc Davis,Rockets,0,17,0.0
1094,John Conley,Trail Blazers,0,9,0.0
1095,Zach Zarba,Heat,0,21,0.0
1096,Zach Zarba,Celtics,0,21,0.0
1097,Zach Zarba,Raptors,0,21,0.0
1098,Brian Forte,Kings,0,21,0.0
1099,Brian Forte,Nets,0,21,0.0
1100,Brian Forte,Pistons,0,21,0.0
1101,Brian Forte,Spurs,0,21,0.0
1102,Brian Forte,Suns,0,21,0.0
1103,Brian Forte,Timberwolves,0,21,0.0
1104,James Williams,Hawks,0,23,0.0
1105,James Williams,Hornets,0,23,0.0
1106,James Williams,Lakers,0,23,0.0
1107,James Williams,Spurs,0,23,0.0
1108,James Williams,Suns,0,23,0.0
1109,James Williams,Timberwolves,0,23,0.0
1110,James Williams,Trail Blazers,0,23,0.0
1111,James Williams,Wizards,0,23,0.0
1112,Zach Zarba,Bulls,0,21,0.0
1113,Zach Zarba,Bucks,0,21,0.0
1114,Zach Zarba,Rockets,0,21,0.0
1115,Jenna Schroeder,Clippers,0,6,0.0
1116,Jenna Schroeder,Celtics,0,6,0.0
1117,Jenna Schroeder,Bulls,0,6,0.0
1118,Scott Wall,Warriors,0,19,0.0
1119,Dedric Taylor,Lakers,0,34,0.0
1120,Dedric Taylor,Magic,0,34,0.0
1121,Dedric Taylor,Pistons,0,34,0.0
1122,Dedric Taylor,Spurs,0,34,0.0
1123,Dedric Taylor,Thunder,0,34,0.0
1124,Dedric Taylor,Timberwolves,0,34,0.0
1125,Dedric Taylor,Trail Blazers,0,34,0.0
1126,Dedric Taylor,Warriors,0,34,0.0
1127,Scott Wall,Thunder,0,19,0.0
1128,Matt Myers,Raptors,0,20,0.0
1129,Scott Wall,Rockets,0,19,0.0
1130,Scott Wall,Magic,0,19,0.0
1131,Scott Wall,Clippers,0,19,0.0
1132,Matt Myers,Heat,0,20,0.0
1133,Matt Myers,Hornets,0,20,0.0
1134,Matt Myers,Jazz,0,20,0.0
1135,Matt Myers,Knicks,0,20,0.0
1136,Matt Myers,Lakers,0,20,0.0
1137,Dedric Taylor,76ers,0,34,0.0
1138,Matt Boland,Warriors,0,25,0.0
1139,Matt Boland,Thunder,0,25,0.0
1140,Matt Boland,Nuggets,0,25,0.0
1141,Justin Van Duyne,Suns,0,16,0.0
1142,Justin Van Duyne,Timberwolves,0,16,0.0
1143,Justin Van Duyne,Warriors,0,16,0.0
1144,Justin Van Duyne,76ers,0,16,0.0
1145,Brandon Schwab,Clippers,0,11,0.0
1146,Brandon Schwab,Hawks,0,11,0.0
1147,Brandon Schwab,Heat,0,11,0.0
1148,Brandon Schwab,Hornets,0,11,0.0
1149,Brandon Schwab,Kings,0,11,0.0
1150,Brandon Schwab,Knicks,0,11,0.0
1151,Brandon Schwab,Nets,0,11,0.0
1152,Brandon Schwab,Pacers,0,11,0.0
1153,Brandon Schwab,Spurs,0,11,0.0
1154,Brandon Schwab,Thunder,0,11,0.0
1155,Brandon Schwab,Wizards,0,11,0.0
1156,Matt Boland,Wizards,0,25,0.0
1157,Matt Boland,Bulls,0,25,0.0
1158,Matt Myers,Pacers,0,20,0.0
1159,Matt Myers,Rockets,0,20,0.0
1160,Jonathan Sterling,Warriors,0,17,0.0
1161,Ray Acosta,Jazz,0,14,0.0
1162,John Goble,Warriors,0,17,0.0
1163,John Goble,76ers,0,17,0.0
1164,Pat O'Connell,Timberwolves,0,8,0.0
1165,Pat O'Connell,Spurs,0,8,0.0
1166,Ray Acosta,Cavaliers,0,14,0.0
1167,Ray Acosta,Warriors,0,14,0.0
1168,Ray Acosta,Pelicans,0,14,0.0
1169,Ray Acosta,Nuggets,0,14,0.0
1170,Ray Acosta,Heat,0,14,0.0
1171,Matt Myers,Spurs,0,20,0.0
1172,Ray Acosta,Bulls,0,14,0.0
1173,Ray Acosta,Bucks,0,14,0.0
1174,Jonathan Sterling,Grizzlies,0,17,0.0
1175,Jonathan Sterling,Heat,0,17,0.0
1176,Jonathan Sterling,Knicks,0,17,0.0
1177,Jonathan Sterling,Pistons,0,17,0.0
1178,Jonathan Sterling,Spurs,0,17,0.0
1179,Jonathan Sterling,Trail Blazers,0,17,0.0
1180,John Goble,Spurs,0,17,0.0
1181,John Goble,Rockets,0,17,0.0
1182,John Goble,Lakers,0,17,0.0
1183,John Goble,Hornets,0,17,0.0
1184,Matt Myers,Warriors,0,20,0.0
1185,Scott Twardoski,Bulls,0,29,0.0
1186,Scott Twardoski,Celtics,0,29,0.0
1187,Scott Twardoski,Trail Blazers,0,29,0.0
1188,Scott Twardoski,Suns,0,29,0.0
1189,Scott Twardoski,Pelicans,0,29,0.0
1190,Scott Twardoski,Lakers,0,29,0.0
1191,Scott Twardoski,Heat,0,29,0.0
1192,Matt Kallio,Clippers,0,15,0.0
1193,Matt Kallio,Pacers,0,15,0.0
1194,Matt Kallio,Trail Blazers,0,15,0.0
1195,Matt Kallio,Warriors,0,15,0.0
1196,Matt Kallio,Wizards,0,15,0.0
1197,Matt Kallio,Magic,0,15,0.0
1198,Matt Kallio,Cavaliers,0,15,0.0
1199,John Goble,Bucks,0,17,0.0
1200,John Goble,Clippers,0,17,0.0
1201,Tom Washington,Timberwolves,0,1,0.0
