,Unnamed: 0,personId,name,nameI,firstName,familyName,jerseyNum,assignment,gameId,gameDate
0,0,101283,Brian Forte,B. Forte,Brian,Forte,45,,22200741,"January 28, 2023"
1,1,101284,John Goble,J. Goble,John,Goble,10,,22200741,"January 28, 2023"
2,2,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21,,22200741,"January 28, 2023"
3,3,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61,,22200743,"January 28, 2023"
4,4,201245,Marat Kogut,M. Kogut,Marat,Kogut,32,,22200743,"January 28, 2023"
5,5,1627524,Nate Green,N. Green,Nate,Green,65,,22200743,"January 28, 2023"
6,6,200834,Mark Lindsay,M. Lindsay,Mark,Lindsay,29,,22200748,"January 28, 2023"
7,7,202035,Brett Nansel,B. Nansel,Brett,Nansel,44,,22200748,"January 28, 2023"
8,8,1627963,Phenizee Ransom,P. Ransom,Phenizee,Ransom,70,,22200748,"January 28, 2023"
9,9,2715,Eric Lewis,E. Lewis,Eric,Lewis,42,,22200749,"January 28, 2023"
10,10,1627534,Andy Nagy,A. Nagy,Andy,Nagy,83,,22200749,"January 28, 2023"
11,11,1627962,Jacyn Goble,J. Goble,Jacyn,Goble,68,,22200749,"January 28, 2023"
12,12,204059,Tyler Ford,T. Ford,Tyler,Ford,39,,22200738,"January 27, 2023"
13,13,1626302,Aaron Smith,A. Smith,Aaron,Smith,51,,22200738,"January 27, 2023"
14,14,1628951,John Butler,J. Butler,John,Butler,30,,22200738,"January 27, 2023"
15,15,101283,Brian Forte,B. Forte,Brian,Forte,45,,22200730,"January 26, 2023"
16,16,202049,Ben Taylor,B. Taylor,Ben,Taylor,46,,22200730,"January 26, 2023"
17,17,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21,,22200730,"January 26, 2023"
18,18,1830,Marc Davis,M. Davis,Marc,Davis,8,,22200734,"January 26, 2023"
19,19,202027,Tre Maddox,T. Maddox,Tre,Maddox,23,,22200734,"January 26, 2023"
20,20,1627961,Brandon Adair,B. Adair,Brandon,Adair,67,,22200734,"January 26, 2023"
21,21,1193,Michael Smith,M. Smith,Michael,Smith,38,,22200721,"January 25, 2023"
22,22,201639,Josh Tiven,J. Tiven,Josh,Tiven,58,,22200721,"January 25, 2023"
23,23,202035,Brett Nansel,B. Nansel,Brett,Nansel,44,,22200721,"January 25, 2023"
24,24,1148,James Capers,J. Capers,James,Capers,19,,22200725,"January 25, 2023"
25,25,1199,Tom Washington,T. Washington,Tom,Washington,49,,22200725,"January 25, 2023"
26,26,202037,J.T. Orr,J. Orr,J.T.,Orr,72,,22200725,"January 25, 2023"
27,27,2005,Matt Boland,M. Boland,Matt,Boland,18,,22200726,"January 25, 2023"
28,28,2882,Sean Wright,S. Wright,Sean,Wright,4,,22200726,"January 25, 2023"
29,29,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50,,22200726,"January 25, 2023"
30,30,200834,Mark Lindsay,M. Lindsay,Mark,Lindsay,29,,22200713,"January 24, 2023"
31,31,1626302,Aaron Smith,A. Smith,Aaron,Smith,51,,22200713,"January 24, 2023"
32,32,1627529,Suyash Mehta,S. Mehta,Suyash,Mehta,82,,22200713,"January 24, 2023"
33,33,2003,Pat Fraher,P. Fraher,Pat,Fraher,26,,22200714,"January 24, 2023"
34,34,202026,Karl Lane,K. Lane,Karl,Lane,77,,22200714,"January 24, 2023"
35,35,202901,Matt Myers,M. Myers,Matt,Myers,43,,22200714,"January 24, 2023"
36,36,1198,Scott Wall,S. Wall,Scott,Wall,31,,22200715,"January 24, 2023"
37,37,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55,,22200715,"January 24, 2023"
38,38,1627962,Jacyn Goble,J. Goble,Jacyn,Goble,68,,22200715,"January 24, 2023"
39,39,1151,Sean Corbin,S. Corbin,Sean,Corbin,33,,22200716,"January 24, 2023"
40,40,2715,Eric Lewis,E. Lewis,Eric,Lewis,42,,22200716,"January 24, 2023"
41,41,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7,,22200716,"January 24, 2023"
42,42,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61,,22200717,"January 24, 2023"
43,43,1627541,Natalie Sago,N. Sago,Natalie,Sago,9,,22200717,"January 24, 2023"
44,44,1628484,Dannica Mosher,D. Mosher,Dannica,Mosher,89,,22200717,"January 24, 2023"
45,45,1830,Marc Davis,M. Davis,Marc,Davis,8,,22200709,"January 23, 2023"
46,46,1628480,Robert Hussey,R. Hussey,Robert,Hussey,85,,22200709,"January 23, 2023"
47,47,1628953,Ashley Moyer-Gleich,A. Moyer-Gleich,Ashley,Moyer-Gleich,13,,22200709,"January 23, 2023"
48,48,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55,,22200699,"January 22, 2023"
49,49,2002,Derrick Collins,D. Collins,Derrick,Collins,11,,22200699,"January 22, 2023"
50,50,1627961,Brandon Adair,B. Adair,Brandon,Adair,67,,22200699,"January 22, 2023"
51,51,2882,Sean Wright,S. Wright,Sean,Wright,4,,22200702,"January 22, 2023"
52,52,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64,,22200702,"January 22, 2023"
53,53,1628951,John Butler,J. Butler,John,Butler,30,,22200702,"January 22, 2023"
54,54,1146,Tony Brothers,T. Brothers,Tony,Brothers,25,,22200703,"January 22, 2023"
55,55,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52,,22200703,"January 22, 2023"
56,56,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7,,22200703,"January 22, 2023"
57,57,101283,Brian Forte,B. Forte,Brian,Forte,45,,22200704,"January 22, 2023"
58,58,200832,Curtis Blair,C. Blair,Curtis,Blair,74,,22200704,"January 22, 2023"
59,59,1626300,Ray Acosta,R. Acosta,Ray,Acosta,54,,22200704,"January 22, 2023"
60,60,1193,Michael Smith,M. Smith,Michael,Smith,38,,22200692,"January 21, 2023"
61,61,2530,Ed Malloy,E. Malloy,Ed,Malloy,14,,22200692,"January 21, 2023"
62,62,1628484,Dannica Mosher,D. Mosher,Dannica,Mosher,89,,22200692,"January 21, 2023"
63,63,202041,Kevin Scott,K. Scott,Kevin,Scott,24,,22200694,"January 21, 2023"
64,64,202056,CJ Washington,C. Washington,CJ,Washington,12,,22200694,"January 21, 2023"
65,65,204059,Tyler Ford,T. Ford,Tyler,Ford,39,,22200694,"January 21, 2023"
66,66,1201,Leon Wood,L. Wood,Leon,Wood,40,,22200697,"January 21, 2023"
67,67,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15,,22200697,"January 21, 2023"
68,68,201245,Marat Kogut,M. Kogut,Marat,Kogut,32,,22200697,"January 21, 2023"
69,69,2003,Pat Fraher,P. Fraher,Pat,Fraher,26,,22200698,"January 21, 2023"
70,70,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50,,22200698,"January 21, 2023"
71,71,1626301,Jason Goldenberg,J. Goldenberg,Jason,Goldenberg,35,,22200698,"January 21, 2023"
72,72,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61,,22200689,"January 20, 2023"
73,73,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7,,22200689,"January 20, 2023"
74,74,1627519,John Conley,J. Conley,John,Conley,79,,22200689,"January 20, 2023"
75,75,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15,,22200690,"January 20, 2023"
76,76,101283,Brian Forte,B. Forte,Brian,Forte,45,,22200690,"January 20, 2023"
77,77,202901,Matt Myers,M. Myers,Matt,Myers,43,,22200690,"January 20, 2023"
78,78,1146,Tony Brothers,T. Brothers,Tony,Brothers,25,,22200691,"January 20, 2023"
79,79,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22,,22200691,"January 20, 2023"
80,80,1198,Scott Wall,S. Wall,Scott,Wall,31,,22200691,"January 20, 2023"
81,81,2714,David Guthrie,D. Guthrie,David,Guthrie,16,,22200679,"January 19, 2023"
82,82,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36,,22200679,"January 19, 2023"
83,83,1626302,Aaron Smith,A. Smith,Aaron,Smith,51,,22200679,"January 19, 2023"
84,84,1199,Tom Washington,T. Washington,Tom,Washington,49,,22200680,"January 19, 2023"
85,85,2003,Pat Fraher,P. Fraher,Pat,Fraher,26,,22200680,"January 19, 2023"
86,86,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21,,22200680,"January 19, 2023"
87,87,2715,Eric Lewis,E. Lewis,Eric,Lewis,42,,22200681,"January 19, 2023"
88,88,201246,Kevin Cutler,K. Cutler,Kevin,Cutler,34,,22200681,"January 19, 2023"
89,89,1626301,Jason Goldenberg,J. Goldenberg,Jason,Goldenberg,35,,22200681,"January 19, 2023"
90,90,1162,Scott Foster,S. Foster,Scott,Foster,48,,22200670,"January 18, 2023"
91,91,1201,Leon Wood,L. Wood,Leon,Wood,40,,22200670,"January 18, 2023"
92,92,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64,,22200670,"January 18, 2023"
93,93,2882,Sean Wright,S. Wright,Sean,Wright,4,,22200671,"January 18, 2023"
94,94,202035,Brett Nansel,B. Nansel,Brett,Nansel,44,,22200671,"January 18, 2023"
95,95,203054,Cheryl Flores,C. Flores,Cheryl,Flores,91,,22200671,"January 18, 2023"
96,96,200832,Curtis Blair,C. Blair,Curtis,Blair,74,,22200672,"January 18, 2023"
97,97,204059,Tyler Ford,T. Ford,Tyler,Ford,39,,22200672,"January 18, 2023"
98,98,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28,,22200672,"January 18, 2023"
99,99,1151,Sean Corbin,S. Corbin,Sean,Corbin,33,,22200676,"January 18, 2023"
100,100,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61,,22200676,"January 18, 2023"
101,101,202901,Matt Myers,M. Myers,Matt,Myers,43,,22200676,"January 18, 2023"
102,102,2715,Eric Lewis,E. Lewis,Eric,Lewis,42,,22200677,"January 18, 2023"
103,103,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7,,22200677,"January 18, 2023"
104,104,1628171,Brandon Schwab,B. Schwab,Brandon,Schwab,86,,22200677,"January 18, 2023"
105,105,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22,,22200659,"January 16, 2023"
106,106,1162,Scott Foster,S. Foster,Scott,Foster,48,,22200659,"January 16, 2023"
107,107,203054,Cheryl Flores,C. Flores,Cheryl,Flores,91,,22200659,"January 16, 2023"
108,108,2002,Derrick Collins,D. Collins,Derrick,Collins,11,,22200662,"January 16, 2023"
109,109,200832,Curtis Blair,C. Blair,Curtis,Blair,74,,22200662,"January 16, 2023"
110,110,1626302,Aaron Smith,A. Smith,Aaron,Smith,51,,22200662,"January 16, 2023"
111,111,1151,Sean Corbin,S. Corbin,Sean,Corbin,33,,22200664,"January 16, 2023"
112,112,1198,Scott Wall,S. Wall,Scott,Wall,31,,22200664,"January 16, 2023"
113,113,200834,Mark Lindsay,M. Lindsay,Mark,Lindsay,29,,22200664,"January 16, 2023"
114,114,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36,,22200653,"January 15, 2023"
115,115,201639,Josh Tiven,J. Tiven,Josh,Tiven,58,,22200653,"January 15, 2023"
116,116,1627526,Matt Kallio,M. Kallio,Matt,Kallio,88,,22200653,"January 15, 2023"
117,117,101284,John Goble,J. Goble,John,Goble,10,,22200655,"January 15, 2023"
118,118,202035,Brett Nansel,B. Nansel,Brett,Nansel,44,,22200655,"January 15, 2023"
119,119,1627963,Phenizee Ransom,P. Ransom,Phenizee,Ransom,70,,22200655,"January 15, 2023"
120,120,201639,Josh Tiven,J. Tiven,Josh,Tiven,58,,22200646,"January 14, 2023"
121,121,202026,Karl Lane,K. Lane,Karl,Lane,77,,22200646,"January 14, 2023"
122,122,202056,CJ Washington,C. Washington,CJ,Washington,12,,22200646,"January 14, 2023"
123,123,2003,Pat Fraher,P. Fraher,Pat,Fraher,26,,22200633,"January 13, 2023"
124,124,1626301,Jason Goldenberg,J. Goldenberg,Jason,Goldenberg,35,,22200633,"January 13, 2023"
125,125,1628953,Ashley Moyer-Gleich,A. Moyer-Gleich,Ashley,Moyer-Gleich,13,,22200633,"January 13, 2023"
126,126,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61,,22200634,"January 13, 2023"
127,127,101283,Brian Forte,B. Forte,Brian,Forte,45,,22200634,"January 13, 2023"
128,128,1628171,Brandon Schwab,B. Schwab,Brandon,Schwab,86,,22200634,"January 13, 2023"
129,129,1193,Michael Smith,M. Smith,Michael,Smith,38,,22200638,"January 13, 2023"
130,130,1830,Marc Davis,M. Davis,Marc,Davis,8,,22200638,"January 13, 2023"
131,131,1628484,Dannica Mosher,D. Mosher,Dannica,Mosher,89,,22200638,"January 13, 2023"
132,132,201639,Josh Tiven,J. Tiven,Josh,Tiven,58,,22200630,"January 12, 2023"
133,133,202027,Tre Maddox,T. Maddox,Tre,Maddox,23,,22200630,"January 12, 2023"
134,134,1627529,Suyash Mehta,S. Mehta,Suyash,Mehta,82,,22200630,"January 12, 2023"
135,135,1162,Scott Foster,S. Foster,Scott,Foster,48,,22200631,"January 12, 2023"
136,136,202026,Karl Lane,K. Lane,Karl,Lane,77,,22200631,"January 12, 2023"
137,137,202901,Matt Myers,M. Myers,Matt,Myers,43,,22200631,"January 12, 2023"
138,138,1179,Rodney Mott,R. Mott,Rodney,Mott,71,,22200619,"January 11, 2023"
139,139,2005,Matt Boland,M. Boland,Matt,Boland,18,,22200619,"January 11, 2023"
140,140,1628953,Ashley Moyer-Gleich,A. Moyer-Gleich,Ashley,Moyer-Gleich,13,,22200619,"January 11, 2023"
141,141,200834,Mark Lindsay,M. Lindsay,Mark,Lindsay,29,,22200620,"January 11, 2023"
142,142,202007,Nick Buchert,N. Buchert,Nick,Buchert,3,,22200620,"January 11, 2023"
143,143,1627961,Brandon Adair,B. Adair,Brandon,Adair,67,,22200620,"January 11, 2023"
144,144,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15,,22200622,"January 11, 2023"
145,145,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7,,22200622,"January 11, 2023"
146,146,1626300,Ray Acosta,R. Acosta,Ray,Acosta,54,,22200622,"January 11, 2023"
147,147,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22,,22200623,"January 11, 2023"
148,148,101284,John Goble,J. Goble,John,Goble,10,,22200623,"January 11, 2023"
149,149,1628172,Evan Scott,E. Scott,Evan,Scott,78,,22200623,"January 11, 2023"
150,150,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36,,22200611,"January 10, 2023"
151,151,202041,Kevin Scott,K. Scott,Kevin,Scott,24,,22200611,"January 10, 2023"
152,152,202056,CJ Washington,C. Washington,CJ,Washington,12,,22200611,"January 10, 2023"
153,153,2882,Sean Wright,S. Wright,Sean,Wright,4,,22200614,"January 10, 2023"
154,154,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50,,22200614,"January 10, 2023"
155,155,1627539,Tyler Ricks,T. Ricks,Tyler,Ricks,95,,22200614,"January 10, 2023"
156,156,201639,Josh Tiven,J. Tiven,Josh,Tiven,58,,22200616,"January 10, 2023"
157,157,1626302,Aaron Smith,A. Smith,Aaron,Smith,51,,22200616,"January 10, 2023"
158,158,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28,,22200616,"January 10, 2023"
159,159,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15,,22200606,"January 09, 2023"
160,160,201246,Kevin Cutler,K. Cutler,Kevin,Cutler,34,,22200606,"January 09, 2023"
161,161,1628954,Jenna Schroeder,J. Schroeder,Jenna,Schroeder,84,,22200606,"January 09, 2023"
162,162,1179,Rodney Mott,R. Mott,Rodney,Mott,71,,22200607,"January 09, 2023"
163,163,202058,James Williams,J. Williams,James,Williams,60,,22200607,"January 09, 2023"
164,164,1627524,Nate Green,N. Green,Nate,Green,65,,22200607,"January 09, 2023"
165,165,1146,Tony Brothers,T. Brothers,Tony,Brothers,25,,22200598,"January 08, 2023"
166,166,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52,,22200598,"January 08, 2023"
167,167,1628171,Brandon Schwab,B. Schwab,Brandon,Schwab,86,,22200598,"January 08, 2023"
168,168,200834,Mark Lindsay,M. Lindsay,Mark,Lindsay,29,,22200599,"January 08, 2023"
169,169,1626300,Ray Acosta,R. Acosta,Ray,Acosta,54,,22200599,"January 08, 2023"
170,170,1627964,Jonathan Sterling,J. Sterling,Jonathan,Sterling,17,,22200599,"January 08, 2023"
171,171,2882,Sean Wright,S. Wright,Sean,Wright,4,,22200604,"January 08, 2023"
172,172,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27,,22200604,"January 08, 2023"
173,173,1627529,Suyash Mehta,S. Mehta,Suyash,Mehta,82,,22200604,"January 08, 2023"
174,174,1179,Rodney Mott,R. Mott,Rodney,Mott,71,,22200591,"January 07, 2023"
175,175,2005,Matt Boland,M. Boland,Matt,Boland,18,,22200591,"January 07, 2023"
176,176,1628951,John Butler,J. Butler,John,Butler,30,,22200591,"January 07, 2023"
177,177,2003,Pat Fraher,P. Fraher,Pat,Fraher,26,,22200595,"January 07, 2023"
178,178,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21,,22200595,"January 07, 2023"
179,179,1627962,Jacyn Goble,J. Goble,Jacyn,Goble,68,,22200595,"January 07, 2023"
180,180,1162,Scott Foster,S. Foster,Scott,Foster,48,,22200580,"January 06, 2023"
181,181,2002,Derrick Collins,D. Collins,Derrick,Collins,11,,22200580,"January 06, 2023"
182,182,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50,,22200580,"January 06, 2023"
183,183,1151,Sean Corbin,S. Corbin,Sean,Corbin,33,,22200582,"January 06, 2023"
184,184,1830,Marc Davis,M. Davis,Marc,Davis,8,,22200582,"January 06, 2023"
185,185,1627961,Brandon Adair,B. Adair,Brandon,Adair,67,,22200582,"January 06, 2023"
186,186,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22,,22200586,"January 06, 2023"
187,187,204059,Tyler Ford,T. Ford,Tyler,Ford,39,,22200586,"January 06, 2023"
188,188,1626302,Aaron Smith,A. Smith,Aaron,Smith,51,,22200586,"January 06, 2023"
189,189,1148,James Capers,J. Capers,James,Capers,19,,22200565,"January 04, 2023"
190,190,1151,Sean Corbin,S. Corbin,Sean,Corbin,33,,22200565,"January 04, 2023"
191,191,1628484,Dannica Mosher,D. Mosher,Dannica,Mosher,89,,22200565,"January 04, 2023"
192,192,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61,,22200567,"January 04, 2023"
193,193,1627962,Jacyn Goble,J. Goble,Jacyn,Goble,68,,22200567,"January 04, 2023"
194,194,1627963,Phenizee Ransom,P. Ransom,Phenizee,Ransom,70,,22200567,"January 04, 2023"
195,195,1198,Scott Wall,S. Wall,Scott,Wall,31,,22200568,"January 04, 2023"
196,196,201639,Josh Tiven,J. Tiven,Josh,Tiven,58,,22200568,"January 04, 2023"
197,197,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52,,22200568,"January 04, 2023"
198,198,1146,Tony Brothers,T. Brothers,Tony,Brothers,25,,22200569,"January 04, 2023"
199,199,202901,Matt Myers,M. Myers,Matt,Myers,43,,22200569,"January 04, 2023"
200,200,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50,,22200569,"January 04, 2023"
201,201,2530,Ed Malloy,E. Malloy,Ed,Malloy,14,,22200573,"January 04, 2023"
202,202,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27,,22200573,"January 04, 2023"
203,203,1629178,Sha'Rae Mitchell,S. Mitchell,Sha'Rae,Mitchell,76,,22200573,"January 04, 2023"
204,204,1201,Leon Wood,L. Wood,Leon,Wood,40,,22200574,"January 04, 2023"
205,205,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15,,22200574,"January 04, 2023"
206,206,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64,,22200574,"January 04, 2023"
207,207,2714,David Guthrie,D. Guthrie,David,Guthrie,16,,22200575,"January 04, 2023"
208,208,202056,CJ Washington,C. Washington,CJ,Washington,12,,22200575,"January 04, 2023"
209,209,1628953,Ashley Moyer-Gleich,A. Moyer-Gleich,Ashley,Moyer-Gleich,13,,22200575,"January 04, 2023"
210,210,201246,Kevin Cutler,K. Cutler,Kevin,Cutler,34,,22200563,"January 03, 2023"
211,211,202007,Nick Buchert,N. Buchert,Nick,Buchert,3,,22200563,"January 03, 2023"
212,212,202035,Brett Nansel,B. Nansel,Brett,Nansel,44,,22200563,"January 03, 2023"
213,213,1146,Tony Brothers,T. Brothers,Tony,Brothers,25,,22200552,"January 02, 2023"
214,214,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22,,22200552,"January 02, 2023"
215,215,1627529,Suyash Mehta,S. Mehta,Suyash,Mehta,82,,22200552,"January 02, 2023"
216,216,2882,Sean Wright,S. Wright,Sean,Wright,4,,22200554,"January 02, 2023"
217,217,1627519,John Conley,J. Conley,John,Conley,79,,22200554,"January 02, 2023"
218,218,1627541,Natalie Sago,N. Sago,Natalie,Sago,9,,22200554,"January 02, 2023"
219,219,1148,James Capers,J. Capers,James,Capers,19,,22200556,"January 02, 2023"
220,220,203054,Cheryl Flores,C. Flores,Cheryl,Flores,91,,22200556,"January 02, 2023"
221,221,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27,,22200556,"January 02, 2023"
222,222,1201,Leon Wood,L. Wood,Leon,Wood,40,,22200558,"January 02, 2023"
223,223,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15,,22200558,"January 02, 2023"
224,224,1628951,John Butler,J. Butler,John,Butler,30,,22200558,"January 02, 2023"
225,225,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22,,22200538,"December 31, 2022"
226,226,101284,John Goble,J. Goble,John,Goble,10,,22200538,"December 31, 2022"
227,227,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7,,22200538,"December 31, 2022"
228,228,200834,Mark Lindsay,M. Lindsay,Mark,Lindsay,29,,22200540,"December 31, 2022"
229,229,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36,,22200540,"December 31, 2022"
230,230,202037,J.T. Orr,J. Orr,J.T.,Orr,72,,22200540,"December 31, 2022"
231,231,202058,James Williams,J. Williams,James,Williams,60,,22200542,"December 31, 2022"
232,232,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21,,22200542,"December 31, 2022"
233,233,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28,,22200542,"December 31, 2022"
234,234,2714,David Guthrie,D. Guthrie,David,Guthrie,16,,22200546,"December 31, 2022"
235,235,204059,Tyler Ford,T. Ford,Tyler,Ford,39,,22200546,"December 31, 2022"
236,236,1627519,John Conley,J. Conley,John,Conley,79,,22200546,"December 31, 2022"
237,237,1146,Tony Brothers,T. Brothers,Tony,Brothers,25,,22200530,"December 30, 2022"
238,238,202035,Brett Nansel,B. Nansel,Brett,Nansel,44,,22200530,"December 30, 2022"
239,239,202049,Ben Taylor,B. Taylor,Ben,Taylor,46,,22200530,"December 30, 2022"
240,240,201639,Josh Tiven,J. Tiven,Josh,Tiven,58,,22200531,"December 30, 2022"
241,241,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64,,22200531,"December 30, 2022"
242,242,1628480,Robert Hussey,R. Hussey,Robert,Hussey,85,,22200531,"December 30, 2022"
243,243,2882,Sean Wright,S. Wright,Sean,Wright,4,,22200535,"December 30, 2022"
244,244,202027,Tre Maddox,T. Maddox,Tre,Maddox,23,,22200535,"December 30, 2022"
245,245,1626301,Jason Goldenberg,J. Goldenberg,Jason,Goldenberg,35,,22200535,"December 30, 2022"
246,246,201246,Kevin Cutler,K. Cutler,Kevin,Cutler,34,,22200536,"December 30, 2022"
247,247,204059,Tyler Ford,T. Ford,Tyler,Ford,39,,22200536,"December 30, 2022"
248,248,1627964,Jonathan Sterling,J. Sterling,Jonathan,Sterling,17,,22200536,"December 30, 2022"
249,249,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55,,22200537,"December 30, 2022"
250,250,1626300,Ray Acosta,R. Acosta,Ray,Acosta,54,,22200537,"December 30, 2022"
251,251,1628172,Evan Scott,E. Scott,Evan,Scott,78,,22200537,"December 30, 2022"
252,252,1148,James Capers,J. Capers,James,Capers,19,,22200524,"December 29, 2022"
253,253,1626302,Aaron Smith,A. Smith,Aaron,Smith,51,,22200524,"December 29, 2022"
254,254,1627534,Andy Nagy,A. Nagy,Andy,Nagy,83,,22200524,"December 29, 2022"
255,255,1162,Scott Foster,S. Foster,Scott,Foster,48,,22200525,"December 29, 2022"
256,256,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36,,22200525,"December 29, 2022"
257,257,202901,Matt Myers,M. Myers,Matt,Myers,43,,22200525,"December 29, 2022"
258,258,202026,Karl Lane,K. Lane,Karl,Lane,77,,22200517,"December 28, 2022"
259,259,202058,James Williams,J. Williams,James,Williams,60,,22200517,"December 28, 2022"
260,260,1628171,Brandon Schwab,B. Schwab,Brandon,Schwab,86,,22200517,"December 28, 2022"
261,261,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55,,22200519,"December 28, 2022"
262,262,101283,Brian Forte,B. Forte,Brian,Forte,45,,22200519,"December 28, 2022"
263,263,202035,Brett Nansel,B. Nansel,Brett,Nansel,44,,22200519,"December 28, 2022"
264,264,201246,Kevin Cutler,K. Cutler,Kevin,Cutler,34,,22200520,"December 28, 2022"
265,265,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27,,22200520,"December 28, 2022"
266,266,1627961,Brandon Adair,B. Adair,Brandon,Adair,67,,22200520,"December 28, 2022"
267,267,202041,Kevin Scott,K. Scott,Kevin,Scott,24,,22200521,"December 28, 2022"
268,268,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52,,22200521,"December 28, 2022"
269,269,1627526,Matt Kallio,M. Kallio,Matt,Kallio,88,,22200521,"December 28, 2022"
270,270,1151,Sean Corbin,S. Corbin,Sean,Corbin,33,,22200522,"December 28, 2022"
271,271,204059,Tyler Ford,T. Ford,Tyler,Ford,39,,22200522,"December 28, 2022"
272,272,1627964,Jonathan Sterling,J. Sterling,Jonathan,Sterling,17,,22200522,"December 28, 2022"
273,273,101284,John Goble,J. Goble,John,Goble,10,,22200506,"December 27, 2022"
274,274,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7,,22200506,"December 27, 2022"
275,275,1628480,Robert Hussey,R. Hussey,Robert,Hussey,85,,22200506,"December 27, 2022"
276,276,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22,,22200512,"December 27, 2022"
277,277,202049,Ben Taylor,B. Taylor,Ben,Taylor,46,,22200512,"December 27, 2022"
278,278,1628484,Dannica Mosher,D. Mosher,Dannica,Mosher,89,,22200512,"December 27, 2022"
279,279,2005,Matt Boland,M. Boland,Matt,Boland,18,,22200513,"December 27, 2022"
280,280,202027,Tre Maddox,T. Maddox,Tre,Maddox,23,,22200513,"December 27, 2022"
281,281,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64,,22200513,"December 27, 2022"
282,282,202035,Brett Nansel,B. Nansel,Brett,Nansel,44,,22200499,"December 26, 2022"
283,283,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27,,22200499,"December 26, 2022"
284,284,1628172,Evan Scott,E. Scott,Evan,Scott,78,,22200499,"December 26, 2022"
285,285,202056,CJ Washington,C. Washington,CJ,Washington,12,,22200500,"December 26, 2022"
286,286,202058,James Williams,J. Williams,James,Williams,60,,22200500,"December 26, 2022"
