,personId,name,nameI,firstName,familyName,jerseyNum,assignment,gameId
358,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36  ,,22200440
359,1629183,Pat O'Connell,P. O'Connell,Pat,O'Connell,90  ,,22200440
360,201639,Josh Tiven,J. Tiven,Josh,Tiven,58  ,,22200444
361,202035,Brett Nansel,B. Nansel,Brett,Nansel,44  ,,22200444
362,1627534,Andy Nagy,A. Nagy,Andy,Nagy,83  ,,22200444
363,2715,Eric Lewis,E. Lewis,Eric,Lewis,42  ,,22200431
364,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200431
365,1628954,Jenna Schroeder,J. Schroeder,Jenna,Schroeder,84  ,,22200431
366,2882,Sean Wright,S. Wright,Sean,Wright,4   ,,22200433
367,202007,Nick Buchert,N. Buchert,Nick,Buchert,3   ,,22200433
368,1626301,Jason Goldenberg,J. Goldenberg,Jason,Goldenberg,35  ,,22200433
369,101283,Brian Forte,B. Forte,Brian,Forte,45  ,,22200435
370,202037,J.T. Orr,J. Orr,J.T.,Orr,72  ,,22200435
371,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64  ,,22200435
372,101283,Brian Forte,B. Forte,Brian,Forte,45  ,,22200424
373,203054,Cheryl Flores,C. Flores,Cheryl,Flores,91  ,,22200424
374,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200424
375,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61  ,,22200426
376,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200426
377,1629178,Sha'Rae Mitchell,S. Mitchell,Sha'Rae,Mitchell,98  ,,22200426
378,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200414
379,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200414
380,1628485,Jamahl Ralls,J. Ralls,Jamahl,Ralls,94  ,,22200414
381,202007,Nick Buchert,N. Buchert,Nick,Buchert,3   ,,22200415
382,204059,Tyler Ford,T. Ford,Tyler,Ford,39  ,,22200415
383,1626301,Jason Goldenberg,J. Goldenberg,Jason,Goldenberg,35  ,,22200415
384,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15  ,,22200417
385,202026,Karl Lane,K. Lane,Karl,Lane,77  ,,22200417
386,1629175,Brent Haskill,B. Haskill,Brent,Haskill,92  ,,22200417
387,201246,Kevin Cutler,K. Cutler,Kevin,Cutler,34  ,,22200418
388,202056,CJ Washington,C. Washington,CJ,Washington,12  ,,22200418
389,202058,James Williams,J. Williams,James,Williams,60  ,,22200418
390,1201,Leon Wood,L. Wood,Leon,Wood,40  ,,22200419
391,2530,Ed Malloy,E. Malloy,Ed,Malloy,14  ,,22200419
392,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36  ,,22200419
393,101284,John Goble,J. Goble,John,Goble,10  ,,22200413
394,202901,Matt Myers,M. Myers,Matt,Myers,43  ,,22200413
395,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200413
396,1193,Michael Smith,M. Smith,Michael,Smith,38  ,,22200406
397,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200406
398,1627964,Jonathan Sterling,J. Sterling,Jonathan,Sterling,17  ,,22200406
399,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22  ,,22200395
400,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200395
401,204059,Tyler Ford,T. Ford,Tyler,Ford,39  ,,22200395
402,101283,Brian Forte,B. Forte,Brian,Forte,45  ,,22200396
403,202041,Kevin Scott,K. Scott,Kevin,Scott,24  ,,22200396
404,1627539,Tyler Ricks,T. Ricks,Tyler,Ricks,95  ,,22200396
405,2530,Ed Malloy,E. Malloy,Ed,Malloy,14  ,,22200400
406,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200400
407,1628485,Jamahl Ralls,J. Ralls,Jamahl,Ralls,94  ,,22200400
408,101284,John Goble,J. Goble,John,Goble,10  ,,22200401
409,200833,Eric Dalen,E. Dalen,Eric,Dalen,37  ,,22200401
410,1628951,John Butler,J. Butler,John,Butler,30  ,,22200401
411,202049,Ben Taylor,B. Taylor,Ben,Taylor,46  ,,22200387
412,1627541,Natalie Sago,N. Sago,Natalie,Sago,9   ,,22200387
413,1628171,Brandon Schwab,B. Schwab,Brandon,Schwab,86  ,,22200387
414,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200388
415,202035,Brett Nansel,B. Nansel,Brett,Nansel,44  ,,22200388
416,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28  ,,22200388
417,202026,Karl Lane,K. Lane,Karl,Lane,77  ,,22200389
418,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7   ,,22200389
419,1627534,Andy Nagy,A. Nagy,Andy,Nagy,83  ,,22200389
420,202027,Tre Maddox,T. Maddox,Tre,Maddox,23  ,,22200393
421,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64  ,,22200393
422,1627526,Matt Kallio,M. Kallio,Matt,Kallio,88  ,,22200393
423,1148,James Capers,J. Capers,James,Capers,19  ,,22200379
424,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200379
425,1628480,Robert Hussey,R. Hussey,Robert,Hussey,85  ,,22200379
426,1179,Rodney Mott,R. Mott,Rodney,Mott,71  ,,22200380
427,2882,Sean Wright,S. Wright,Sean,Wright,4   ,,22200380
428,202056,CJ Washington,C. Washington,CJ,Washington,12  ,,22200380
429,201639,Josh Tiven,J. Tiven,Josh,Tiven,58  ,,22200381
430,202035,Brett Nansel,B. Nansel,Brett,Nansel,44  ,,22200381
431,202037,J.T. Orr,J. Orr,J.T.,Orr,72  ,,22200381
432,1151,Sean Corbin,S. Corbin,Sean,Corbin,33  ,,22200382
433,2005,Matt Boland,M. Boland,Matt,Boland,18  ,,22200382
434,202058,James Williams,J. Williams,James,Williams,60  ,,22200382
435,202041,Kevin Scott,K. Scott,Kevin,Scott,24  ,,22200386
436,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200386
437,204059,Tyler Ford,T. Ford,Tyler,Ford,39  ,,22200386
438,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200374
439,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64  ,,22200374
440,1627519,John Conley,J. Conley,John,Conley,79  ,,22200374
441,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22  ,,22200376
442,1830,Marc Davis,M. Davis,Marc,Davis,8   ,,22200376
443,1627963,Phenizee Ransom,P. Ransom,Phenizee,Ransom,70  ,,22200376
444,1162,Scott Foster,S. Foster,Scott,Foster,48  ,,22200363
445,202027,Tre Maddox,T. Maddox,Tre,Maddox,23  ,,22200363
446,1628484,Dannica Mosher,D. Mosher,Dannica,Mosher,89  ,,22200363
447,202058,James Williams,J. Williams,James,Williams,60  ,,22200364
448,202901,Matt Myers,M. Myers,Matt,Myers,43  ,,22200364
449,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200364
450,201639,Josh Tiven,J. Tiven,Josh,Tiven,58  ,,22200367
451,1627526,Matt Kallio,M. Kallio,Matt,Kallio,88  ,,22200367
452,1628953,Ashley Moyer-Gleich,A. Moyer-Gleich,Ashley,Moyer-Gleich,13  ,,22200367
453,2530,Ed Malloy,E. Malloy,Ed,Malloy,14  ,,22200370
454,202049,Ben Taylor,B. Taylor,Ben,Taylor,46  ,,22200370
455,1627961,Brandon Adair,B. Adair,Brandon,Adair,67  ,,22200370
456,1148,James Capers,J. Capers,James,Capers,19  ,,22200371
457,202026,Karl Lane,K. Lane,Karl,Lane,77  ,,22200371
458,202056,CJ Washington,C. Washington,CJ,Washington,12  ,,22200371
459,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22  ,,22200372
460,1830,Marc Davis,M. Davis,Marc,Davis,8   ,,22200372
461,1627963,Phenizee Ransom,P. Ransom,Phenizee,Ransom,70  ,,22200372
462,2715,Eric Lewis,E. Lewis,Eric,Lewis,42  ,,22200362
463,202007,Nick Buchert,N. Buchert,Nick,Buchert,3   ,,22200362
464,1626300,Ray Acosta,R. Acosta,Ray,Acosta,54  ,,22200362
465,1198,Scott Wall,S. Wall,Scott,Wall,31  ,,22200352
466,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200352
467,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200352
468,1146,Tony Brothers,T. Brothers,Tony,Brothers,25  ,,22200356
469,1627962,Jacyn Goble,J. Goble,Jacyn,Goble,68  ,,22200356
470,1629183,Pat O'Connell,P. O'Connell,Pat,O'Connell,90  ,,22200356
471,1146,Tony Brothers,T. Brothers,Tony,Brothers,25  ,,22200343
472,202026,Karl Lane,K. Lane,Karl,Lane,77  ,,22200343
473,29032,Intae Hwang,I. Hwang,Intae,Hwang,96  ,,22200343
474,1830,Marc Davis,M. Davis,Marc,Davis,8   ,,22200326
475,202049,Ben Taylor,B. Taylor,Ben,Taylor,46  ,,22200326
476,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200326
477,101284,John Goble,J. Goble,John,Goble,10  ,,22200328
478,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200328
479,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28  ,,22200328
480,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15  ,,22200331
481,201245,Marat Kogut,M. Kogut,Marat,Kogut,32  ,,22200331
482,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200331
483,1148,James Capers,J. Capers,James,Capers,19  ,,22200334
484,2005,Matt Boland,M. Boland,Matt,Boland,18  ,,22200334
485,1628482,Tyler Mirkovich,T. Mirkovich,Tyler,Mirkovich,97  ,,22200334
486,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200325
487,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200325
488,1628168,Jenna Reneau,J. Reneau,Jenna,Reneau,93  ,,22200325
489,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55  ,,22200316
490,1627961,Brandon Adair,B. Adair,Brandon,Adair,67  ,,22200316
491,1628484,Dannica Mosher,D. Mosher,Dannica,Mosher,89  ,,22200316
492,2005,Matt Boland,M. Boland,Matt,Boland,18  ,,22200319
493,2715,Eric Lewis,E. Lewis,Eric,Lewis,42  ,,22200319
494,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200319
495,1151,Sean Corbin,S. Corbin,Sean,Corbin,33  ,,22200310
496,2005,Matt Boland,M. Boland,Matt,Boland,18  ,,22200310
497,101284,John Goble,J. Goble,John,Goble,10  ,,22200310
498,2882,Sean Wright,S. Wright,Sean,Wright,4   ,,22200311
499,202037,J.T. Orr,J. Orr,J.T.,Orr,72  ,,22200311
500,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64  ,,22200311
501,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55  ,,22200299
502,201245,Marat Kogut,M. Kogut,Marat,Kogut,32  ,,22200299
503,1627961,Brandon Adair,B. Adair,Brandon,Adair,67  ,,22200299
504,202058,James Williams,J. Williams,James,Williams,60  ,,22200304
505,202901,Matt Myers,M. Myers,Matt,Myers,43  ,,22200304
506,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200304
507,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15  ,,22200307
508,101283,Brian Forte,B. Forte,Brian,Forte,45  ,,22200307
509,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64  ,,22200307
510,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200308
511,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200308
512,1627526,Matt Kallio,M. Kallio,Matt,Kallio,88  ,,22200308
513,1146,Tony Brothers,T. Brothers,Tony,Brothers,25  ,,22200296
514,202007,Nick Buchert,N. Buchert,Nick,Buchert,3   ,,22200296
515,1627964,Jonathan Sterling,J. Sterling,Jonathan,Sterling,17  ,,22200296
516,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55  ,,22200286
517,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36  ,,22200286
518,1628951,John Butler,J. Butler,John,Butler,30  ,,22200286
519,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200289
520,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200289
521,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200289
522,1162,Scott Foster,S. Foster,Scott,Foster,48  ,,22200272
523,2005,Matt Boland,M. Boland,Matt,Boland,18  ,,22200272
524,1630886,Intae Hwang,I. Hwang,Intae,Hwang,96  ,,22200272
525,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200274
526,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200274
527,202056,CJ Washington,C. Washington,CJ,Washington,12  ,,22200274
528,1151,Sean Corbin,S. Corbin,Sean,Corbin,33  ,,22200277
529,202026,Karl Lane,K. Lane,Karl,Lane,77  ,,22200277
530,1628487,Danielle Scott,D. Scott,Danielle,Scott,87  ,,22200277
531,200833,Eric Dalen,E. Dalen,Eric,Dalen,37  ,,22200278
532,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200278
533,1627524,Nate Green,N. Green,Nate,Green,65  ,,22200278
534,101283,Brian Forte,B. Forte,Brian,Forte,45  ,,22200281
535,1627526,Matt Kallio,M. Kallio,Matt,Kallio,88  ,,22200281
536,1627962,Jacyn Goble,J. Goble,Jacyn,Goble,68  ,,22200281
537,1201,Leon Wood,L. Wood,Leon,Wood,40  ,,22200283
538,202027,Tre Maddox,T. Maddox,Tre,Maddox,23  ,,22200283
539,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28  ,,22200283
540,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200260
541,1626302,Aaron Smith,A. Smith,Aaron,Smith,51  ,,22200260
542,1627963,Phenizee Ransom,P. Ransom,Phenizee,Ransom,70  ,,22200260
543,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61  ,,22200267
544,202037,J.T. Orr,J. Orr,J.T.,Orr,72  ,,22200267
545,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64  ,,22200267
546,1151,Sean Corbin,S. Corbin,Sean,Corbin,33  ,,22200268
547,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200268
548,1628171,Brandon Schwab,B. Schwab,Brandon,Schwab,86  ,,22200268
549,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200257
550,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200257
551,202056,CJ Washington,C. Washington,CJ,Washington,12  ,,22200257
552,202058,James Williams,J. Williams,James,Williams,60  ,,22200258
553,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7   ,,22200258
554,1627524,Nate Green,N. Green,Nate,Green,65  ,,22200258
555,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200252
556,202007,Nick Buchert,N. Buchert,Nick,Buchert,3   ,,22200252
557,1627519,John Conley,J. Conley,John,Conley,79  ,,22200252
558,101284,John Goble,J. Goble,John,Goble,10  ,,22200241
559,200833,Eric Dalen,E. Dalen,Eric,Dalen,37  ,,22200241
560,1628172,Evan Scott,E. Scott,Evan,Scott,78  ,,22200241
561,1830,Marc Davis,M. Davis,Marc,Davis,8   ,,22200242
562,1627964,Jonathan Sterling,J. Sterling,Jonathan,Sterling,17  ,,22200242
563,1628953,Ashley Moyer-Gleich,A. Moyer-Gleich,Ashley,Moyer-Gleich,13  ,,22200242
564,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200245
565,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200245
566,1627534,Andy Nagy,A. Nagy,Andy,Nagy,83  ,,22200245
567,1179,Rodney Mott,R. Mott,Rodney,Mott,71  ,,22200246
568,1201,Leon Wood,L. Wood,Leon,Wood,40  ,,22200246
569,2882,Sean Wright,S. Wright,Sean,Wright,4   ,,22200246
570,1151,Sean Corbin,S. Corbin,Sean,Corbin,33  ,,22200235
571,202049,Ben Taylor,B. Taylor,Ben,Taylor,46  ,,22200235
572,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7   ,,22200235
573,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200236
574,202007,Nick Buchert,N. Buchert,Nick,Buchert,3   ,,22200236
575,1628954,Jenna Schroeder,J. Schroeder,Jenna,Schroeder,84  ,,22200236
576,201639,Josh Tiven,J. Tiven,Josh,Tiven,58  ,,22200237
577,1627541,Natalie Sago,N. Sago,Natalie,Sago,9   ,,22200237
578,1628171,Brandon Schwab,B. Schwab,Brandon,Schwab,86  ,,22200237
579,1204,Derek Richardson,D. Richardson,Derek,Richardson,63  ,,22200238
580,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200238
581,203054,Cheryl Flores,C. Flores,Cheryl,Flores,91  ,,22200238
582,202041,Kevin Scott,K. Scott,Kevin,Scott,24  ,,22200224
583,1627541,Natalie Sago,N. Sago,Natalie,Sago,9   ,,22200224
584,1628482,Tyler Mirkovich,T. Mirkovich,Tyler,Mirkovich,97  ,,22200224
585,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22  ,,22200225
586,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55  ,,22200225
587,2005,Matt Boland,M. Boland,Matt,Boland,18  ,,22200225
588,1198,Scott Wall,S. Wall,Scott,Wall,31  ,,22200227
589,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200227
590,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200227
591,2715,Eric Lewis,E. Lewis,Eric,Lewis,42  ,,22200232
592,1628484,Dannica Mosher,D. Mosher,Dannica,Mosher,89  ,,22200232
593,1628953,Ashley Moyer-Gleich,A. Moyer-Gleich,Ashley,Moyer-Gleich,13  ,,22200232
594,202058,James Williams,J. Williams,James,Williams,60  ,,22200221
595,1626302,Aaron Smith,A. Smith,Aaron,Smith,51  ,,22200221
596,1628951,John Butler,J. Butler,John,Butler,30  ,,22200221
597,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55  ,,22200213
598,202035,Brett Nansel,B. Nansel,Brett,Nansel,44  ,,22200213
599,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28  ,,22200213
600,2715,Eric Lewis,E. Lewis,Eric,Lewis,42  ,,22200219
601,203054,Cheryl Flores,C. Flores,Cheryl,Flores,91  ,,22200219
602,1628953,Ashley Moyer-Gleich,A. Moyer-Gleich,Ashley,Moyer-Gleich,13  ,,22200219
603,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200207
604,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36  ,,22200207
605,1628954,Jenna Schroeder,J. Schroeder,Jenna,Schroeder,84  ,,22200207
606,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200209
607,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200209
608,1627519,John Conley,J. Conley,John,Conley,79  ,,22200209
609,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200199
610,101283,Brian Forte,B. Forte,Brian,Forte,45  ,,22200199
611,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28  ,,22200199
612,101284,John Goble,J. Goble,John,Goble,10  ,,22200201
613,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7   ,,22200201
614,1627534,Andy Nagy,A. Nagy,Andy,Nagy,83  ,,22200201
615,1148,James Capers,J. Capers,James,Capers,19  ,,22200202
616,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200202
617,1627524,Nate Green,N. Green,Nate,Green,65  ,,22200202
618,200833,Eric Dalen,E. Dalen,Eric,Dalen,37  ,,22200193
619,202026,Karl Lane,K. Lane,Karl,Lane,77  ,,22200193
620,1627526,Matt Kallio,M. Kallio,Matt,Kallio,88  ,,22200193
621,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200195
622,202035,Brett Nansel,B. Nansel,Brett,Nansel,44  ,,22200195
623,1627961,Brandon Adair,B. Adair,Brandon,Adair,67  ,,22200195
624,202049,Ben Taylor,B. Taylor,Ben,Taylor,46  ,,22200190
625,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200190
626,1627524,Nate Green,N. Green,Nate,Green,65  ,,22200190
627,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200191
628,1626301,Jason Goldenberg,J. Goldenberg,Jason,Goldenberg,35  ,,22200191
629,1626302,Aaron Smith,A. Smith,Aaron,Smith,51  ,,22200191
630,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200182
631,101283,Brian Forte,B. Forte,Brian,Forte,45  ,,22200182
632,202901,Matt Myers,M. Myers,Matt,Myers,43  ,,22200182
633,1179,Rodney Mott,R. Mott,Rodney,Mott,71  ,,22200183
634,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64  ,,22200183
635,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28  ,,22200183
636,1198,Scott Wall,S. Wall,Scott,Wall,31  ,,22200174
637,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200174
638,1627962,Jacyn Goble,J. Goble,Jacyn,Goble,68  ,,22200174
639,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200160
640,204059,Tyler Ford,T. Ford,Tyler,Ford,39  ,,22200160
641,1627964,Jonathan Sterling,J. Sterling,Jonathan,Sterling,17  ,,22200160
642,202007,Nick Buchert,N. Buchert,Nick,Buchert,3   ,,22200166
643,202026,Karl Lane,K. Lane,Karl,Lane,77  ,,22200166
644,1627961,Brandon Adair,B. Adair,Brandon,Adair,67  ,,22200166
645,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200168
646,1627541,Natalie Sago,N. Sago,Natalie,Sago,9   ,,22200168
647,1628487,Danielle Scott,D. Scott,Danielle,Scott,87  ,,22200168
648,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22  ,,22200169
649,101284,John Goble,J. Goble,John,Goble,10  ,,22200169
650,1629183,Pat O'Connell,P. O'Connell,Pat,O'Connell,90  ,,22200169
651,1151,Sean Corbin,S. Corbin,Sean,Corbin,33  ,,22200171
652,202049,Ben Taylor,B. Taylor,Ben,Taylor,46  ,,22200171
653,1628480,Robert Hussey,R. Hussey,Robert,Hussey,85  ,,22200171
654,1201,Leon Wood,L. Wood,Leon,Wood,40  ,,22200150
655,202058,James Williams,J. Williams,James,Williams,60  ,,22200150
656,1627963,Phenizee Ransom,P. Ransom,Phenizee,Ransom,70  ,,22200150
657,1148,James Capers,J. Capers,James,Capers,19  ,,22200152
658,200833,Eric Dalen,E. Dalen,Eric,Dalen,37  ,,22200152
659,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28  ,,22200152
660,101283,Brian Forte,B. Forte,Brian,Forte,45  ,,22200154
661,202007,Nick Buchert,N. Buchert,Nick,Buchert,3   ,,22200154
662,202901,Matt Myers,M. Myers,Matt,Myers,43  ,,22200154
663,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61  ,,22200155
664,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64  ,,22200155
665,1627964,Jonathan Sterling,J. Sterling,Jonathan,Sterling,17  ,,22200155
666,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200156
667,1627526,Matt Kallio,M. Kallio,Matt,Kallio,88  ,,22200156
668,1627541,Natalie Sago,N. Sago,Natalie,Sago,9   ,,22200156
669,201639,Josh Tiven,J. Tiven,Josh,Tiven,58  ,,22200158
670,202035,Brett Nansel,B. Nansel,Brett,Nansel,44  ,,22200158
671,1628172,Evan Scott,E. Scott,Evan,Scott,78  ,,22200158
672,1201,Leon Wood,L. Wood,Leon,Wood,40  ,,22200132
673,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200132
674,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7   ,,22200132
675,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200133
676,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200133
677,1628484,Dannica Mosher,D. Mosher,Dannica,Mosher,89  ,,22200133
678,1155,JB DeRosa,J. DeRosa,JB,DeRosa,62  ,,22200134
679,1162,Scott Foster,S. Foster,Scott,Foster,48  ,,22200134
680,1628480,Robert Hussey,R. Hussey,Robert,Hussey,85  ,,22200134
681,1155,JB DeRosa,J. DeRosa,JB,DeRosa,62  ,,22200121
682,2530,Ed Malloy,E. Malloy,Ed,Malloy,14  ,,22200121
683,1627524,Nate Green,N. Green,Nate,Green,65  ,,22200121
684,101284,John Goble,J. Goble,John,Goble,10  ,,22200122
685,203054,Cheryl Flores,C. Flores,Cheryl,Flores,91  ,,22200122
686,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64  ,,22200122
687,1830,Marc Davis,M. Davis,Marc,Davis,8   ,,22200124
688,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36  ,,22200124
689,1626300,Ray Acosta,R. Acosta,Ray,Acosta,54  ,,22200124
690,1146,Tony Brothers,T. Brothers,Tony,Brothers,25  ,,22200127
691,1626302,Aaron Smith,A. Smith,Aaron,Smith,51  ,,22200127
692,1628487,Danielle Scott,D. Scott,Danielle,Scott,87  ,,22200127
693,202041,Kevin Scott,K. Scott,Kevin,Scott,24  ,,22200130
694,204059,Tyler Ford,T. Ford,Tyler,Ford,39  ,,22200130
695,1627526,Matt Kallio,M. Kallio,Matt,Kallio,88  ,,22200130
696,1162,Scott Foster,S. Foster,Scott,Foster,48  ,,22200118
697,201245,Marat Kogut,M. Kogut,Marat,Kogut,32  ,,22200118
698,1627964,Jonathan Sterling,J. Sterling,Jonathan,Sterling,17  ,,22200118
699,1179,Rodney Mott,R. Mott,Rodney,Mott,71  ,,22200107
700,1627961,Brandon Adair,B. Adair,Brandon,Adair,67  ,,22200107
701,1627962,Jacyn Goble,J. Goble,Jacyn,Goble,68  ,,22200107
702,1193,Michael Smith,M. Smith,Michael,Smith,38  ,,22200109
703,2715,Eric Lewis,E. Lewis,Eric,Lewis,42  ,,22200109
704,1626300,Ray Acosta,R. Acosta,Ray,Acosta,54  ,,22200109
705,202041,Kevin Scott,K. Scott,Kevin,Scott,24  ,,22200115
706,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200115
707,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28  ,,22200115
708,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15  ,,22200116
709,202007,Nick Buchert,N. Buchert,Nick,Buchert,3   ,,22200116
710,1627534,Andy Nagy,A. Nagy,Andy,Nagy,83  ,,22200116
711,1201,Leon Wood,L. Wood,Leon,Wood,40  ,,22200117
712,2882,Sean Wright,S. Wright,Sean,Wright,4   ,,22200117
713,204059,Tyler Ford,T. Ford,Tyler,Ford,39  ,,22200117
714,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55  ,,22200104
715,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36  ,,22200104
716,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7   ,,22200104
717,1148,James Capers,J. Capers,James,Capers,19  ,,22200105
718,1626301,Jason Goldenberg,J. Goldenberg,Jason,Goldenberg,35  ,,22200105
719,1628953,Ashley Moyer-Gleich,A. Moyer-Gleich,Ashley,Moyer-Gleich,13  ,,22200105
